problem_id,ev_A,ev_B,ev_diff,max_value_A,max_value_B,max_value_diff,min_value_A,min_value_B,n_outcomes_B,has_safe_option_A,has_safe_option_B,ev_max_conflict,higher_ev_option,higher_max_option,feedback,ambiguity,corr,block,bRate,bRate_std,options_A,options_B
6881,10.8,4.03,6.77,86.0,9.5,76.5,-8.0,4.0,7,False,False,False,A,A,True,False,0,2,0.7124999999999999,0.2418677324489565,"[[0.2, 86.0], [0.8, -8.0]]","[[0.99, 4.0], [0.0003125, 4.5], [0.0015625, 5.5], [0.003125, 6.5], [0.003125, 7.5], [0.0015625, 8.5], [0.0003125, 9.5]]"
6884,-4.2,-3.25,-0.95,36.0,1.0,35.0,-31.0,-16.0,2,False,False,True,B,A,True,False,0,2,0.4125,0.3827531841800928,"[[0.4, 36.0], [0.6, -31.0]]","[[0.25, -16.0], [0.75, 1.0]]"
6886,18.0,18.6,-0.6,45.0,112.5,-67.5,15.0,-43.0,5,False,False,False,B,B,True,False,0,2,0.4222222222222223,0.3352883843105735,"[[0.1, 45.0], [0.9, 15.0]]","[[0.6, -43.0], [0.05, 109.5], [0.15000000000000002, 110.5], [0.15000000000000002, 111.5], [0.05, 112.5]]"
6890,11.0,20.0,-9.0,35.0,28.0,7.0,3.0,-16.0,6,False,False,True,B,A,True,True,0,2,0.4600000000000001,0.3952347736672337,"[[0.25, 35.0], [0.75, 3.0]]","[[0.09999999999999998, -16.0], [0.45, 28.0], [0.225, 26.0], [0.1125, 22.0], [0.05625, 14.0], [0.05624999999999995, -2.0]]"
6898,16.0,18.2,-2.2,16.0,56.0,-40.0,16.0,-7.0,2,True,False,False,B,B,True,False,0,4,0.3647058823529412,0.362182924208521,"[[1.0, 16.0], [0.0, 16.0]]","[[0.6, -7.0], [0.4, 56.0]]"
6901,14.0,12.2,1.8,14.0,21.5,-7.5,14.0,-19.0,5,True,False,True,A,B,True,False,0,3,0.5444444444444444,0.3129033344853106,"[[1.0, 14.0], [0.0, 14.0]]","[[0.19999999999999996, -19.0], [0.1, 18.5], [0.30000000000000004, 19.5], [0.30000000000000004, 20.5], [0.1, 21.5]]"
6902,25.25,26.2,-0.95,27.0,112.0,-85.0,20.0,-31.0,2,False,False,False,B,B,True,True,0,3,0.2588235294117647,0.2895229341723462,"[[0.75, 27.0], [0.25, 20.0]]","[[0.6, -31.0], [0.4, 112.0]]"
6903,-9.0,-19.1,10.1,-6.0,97.0,-103.0,-12.0,-32.0,2,False,False,True,A,B,True,True,0,5,0.6,0.339934634239519,"[[0.5, -6.0], [0.5, -12.0]]","[[0.9, -32.0], [0.1, 97.0]]"
6904,26.0,25.82,0.18,46.0,26.0,20.0,-4.0,8.0,2,False,False,False,A,A,True,True,0,4,0.6124999999999998,0.3537890143385838,"[[0.6, 46.0], [0.4, -4.0]]","[[0.010000000000000009, 8.0], [0.99, 26.0]]"
6907,20.0,12.93,7.07,92.0,16.0,76.0,2.0,2.0,5,False,False,False,A,A,True,False,0,2,0.5419354838709679,0.2741948134063166,"[[0.2, 92.0], [0.8, 2.0]]","[[0.010000000000000009, 6.0], [0.495, 16.0], [0.2475, 14.0], [0.12375, 10.0], [0.12375000000000001, 2.0]]"
6909,15.0,16.5,-1.5,15.0,30.0,-15.0,15.0,-24.0,2,True,False,False,B,B,True,False,0,3,0.3625,0.3442382895611701,"[[1.0, 15.0], [0.0, 15.0]]","[[0.25, -24.0], [0.75, 30.0]]"
6919,-2.0,-4.8,2.8,-2.0,93.0,-95.0,-2.0,-33.0,8,True,False,True,A,B,True,True,0,3,0.7875,0.2777888886666756,"[[1.0, -2.0], [0.0, -2.0]]","[[0.9, -15.0], [0.05, 93.0], [0.025, 91.0], [0.0125, 87.0], [0.00625, 79.0], [0.003125, 63.0], [0.0015625, 31.0], [0.0015624999999999556, -33.0]]"
6924,24.0,33.2,-9.2,34.0,65.0,-31.0,14.0,-13.0,3,False,False,False,B,B,True,False,0,4,0.4666666666666666,0.4577377082170634,"[[0.5, 34.0], [0.5, 14.0]]","[[0.4, -13.0], [0.3, 65.0], [0.30000000000000004, 63.0]]"
6929,-8.0,-9.75,1.75,64.0,16.0,48.0,-32.0,-17.0,4,False,False,False,A,A,True,False,0,3,0.5142857142857142,0.4452928410447604,"[[0.25, 64.0], [0.75, -32.0]]","[[0.75, -17.0], [0.125, 10.0], [0.0625, 12.0], [0.0625, 16.0]]"
6930,20.0,17.6,2.4,42.0,54.5,-12.5,-2.0,9.0,7,False,False,True,A,B,True,False,0,2,0.5333333333333333,0.4450789122113494,"[[0.5, 42.0], [0.5, -2.0]]","[[0.8, 9.0], [0.00625, 49.5], [0.03125, 50.5], [0.0625, 51.5], [0.0625, 52.5], [0.03125, 53.5], [0.00625, 54.5]]"
6939,16.6,16.5,0.1,20.0,26.0,-6.0,-14.0,16.0,2,False,False,True,A,B,True,False,0,2,0.8533333333333334,0.2972893411828826,"[[0.9, 20.0], [0.09999999999999998, -14.0]]","[[0.95, 16.0], [0.05, 26.0]]"
6944,7.0,7.75,-0.75,40.0,55.0,-15.0,-26.0,-8.0,2,False,False,False,B,B,True,False,1,2,0.4,0.3126943839882286,"[[0.5, 40.0], [0.5, -26.0]]","[[0.75, -8.0], [0.25, 55.0]]"
6945,19.75,26.0,-6.25,25.0,63.0,-38.0,4.0,-9.0,4,False,False,False,B,B,True,False,0,3,0.4933333333333334,0.3918211448145818,"[[0.75, 25.0], [0.25, 4.0]]","[[0.5, -9.0], [0.25, 63.0], [0.125, 61.0], [0.125, 57.0]]"
6946,1.0,2.0,-1.0,1.0,47.0,-46.0,1.0,-13.0,2,True,False,False,B,B,True,False,0,4,0.3300000000000001,0.3798891805167452,"[[1.0, 1.0], [0.0, 1.0]]","[[0.75, -13.0], [0.25, 47.0]]"
6947,16.0,24.0,-8.0,16.0,122.0,-106.0,16.0,-38.0,7,True,False,False,B,B,True,False,0,5,0.4,0.4,"[[1.0, 16.0], [0.0, 16.0]]","[[0.6, -38.0], [0.2, 122.0], [0.1, 120.0], [0.05, 116.0], [0.025, 108.0], [0.0125, 92.0], [0.012499999999999978, 60.0]]"
6953,-1.0,-11.2,10.2,-1.0,29.5,-30.5,-1.0,-38.0,3,True,False,True,A,B,True,True,0,2,0.5625000000000001,0.3283798613394758,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6, -38.0], [0.2, 28.5], [0.2, 29.5]]"
6956,-5.0,-5.1,0.1,-5.0,47.0,-52.0,-5.0,-8.0,6,True,False,True,A,B,True,False,0,2,0.7599999999999999,0.3641035959331198,"[[1.0, -5.0], [0.0, -5.0]]","[[0.9, -8.0], [0.05, 17.0], [0.025, 19.0], [0.0125, 23.0], [0.00625, 31.0], [0.0062499999999999336, 47.0]]"
6959,28.2,28.0,0.2,49.0,31.5,17.5,-3.0,24.5,8,False,False,False,A,A,True,False,0,2,0.58,0.409878030638384,"[[0.6, 49.0], [0.4, -3.0]]","[[0.0078125, 24.5], [0.0546875, 25.5], [0.1640625, 26.5], [0.2734375, 27.5], [0.2734375, 28.5], [0.1640625, 29.5], [0.0546875, 30.5], [0.0078125, 31.5]]"
6960,14.3,11.3,3.0,16.0,17.5,-1.5,-1.0,11.0,3,False,False,True,A,B,True,False,0,5,0.625,0.3714835124201341,"[[0.9, 16.0], [0.09999999999999998, -1.0]]","[[0.95, 11.0], [0.025, 16.5], [0.025, 17.5]]"
6962,24.6,23.8,0.8,40.0,54.5,-14.5,-37.0,-17.0,9,False,False,True,A,B,True,False,0,5,0.625,0.3568379650952703,"[[0.8, 40.0], [0.19999999999999996, -37.0]]","[[0.4, -17.0], [0.0046875, 47.5], [0.0328125, 48.5], [0.0984375, 49.5], [0.1640625, 50.5], [0.1640625, 51.5], [0.0984375, 52.5], [0.0328125, 53.5], [0.0046875, 54.5]]"
6981,22.75,19.8,2.95,34.0,20.5,13.5,-11.0,19.0,3,False,False,False,A,A,True,False,0,3,0.5499999999999999,0.322490309931942,"[[0.75, 34.0], [0.25, -11.0]]","[[0.19999999999999996, 19.0], [0.4, 19.5], [0.4, 20.5]]"
6984,16.3,16.0,0.3,55.0,17.5,37.5,12.0,14.5,4,False,False,False,A,A,True,False,0,2,0.5612903225806453,0.3593303209720722,"[[0.1, 55.0], [0.9, 12.0]]","[[0.125, 14.5], [0.375, 15.5], [0.375, 16.5], [0.125, 17.5]]"
6985,1.0,4.0,-3.0,5.0,65.5,-60.5,-3.0,-11.0,5,False,False,False,B,B,True,False,-1,3,0.3882352941176471,0.3568654384729216,"[[0.5, 5.0], [0.5, -3.0]]","[[0.8, -11.0], [0.025, 62.5], [0.07500000000000001, 63.5], [0.07500000000000001, 64.5], [0.025, 65.5]]"
6987,24.8,29.25,-4.45,46.0,53.0,-7.0,-7.0,-42.0,2,False,False,False,B,B,True,True,0,4,0.4625000000000001,0.3324154027718932,"[[0.6, 46.0], [0.4, -7.0]]","[[0.25, -42.0], [0.75, 53.0]]"
6993,30.0,26.4,3.6,30.0,92.0,-62.0,30.0,10.0,2,True,False,True,A,B,True,True,0,5,0.65,0.3540244812627134,"[[1.0, 30.0], [0.0, 30.0]]","[[0.8, 10.0], [0.2, 92.0]]"
6996,7.0,5.4,1.6,7.0,23.5,-16.5,7.0,1.0,3,True,False,True,A,B,True,True,0,4,0.6625,0.4112987559751022,"[[1.0, 7.0], [0.0, 7.0]]","[[0.8, 1.0], [0.1, 22.5], [0.1, 23.5]]"
6999,3.0,1.4,1.6,3.0,62.0,-59.0,3.0,-39.0,2,True,False,True,A,B,True,False,0,2,0.503225806451613,0.3683149657270183,"[[1.0, 3.0], [0.0, 3.0]]","[[0.6, -39.0], [0.4, 62.0]]"
7000,26.0,31.0,-5.0,26.0,74.0,-48.0,26.0,-32.0,3,True,False,False,B,B,True,True,0,3,0.4375,0.2941088233970549,"[[1.0, 26.0], [0.0, 26.0]]","[[0.4, -32.0], [0.3, 74.0], [0.30000000000000004, 72.0]]"
7005,12.0,18.0,-6.0,36.0,38.0,-2.0,4.0,-2.0,2,False,False,False,B,B,True,False,0,4,0.4625000000000001,0.3913651321549565,"[[0.25, 36.0], [0.75, 4.0]]","[[0.5, -2.0], [0.5, 38.0]]"
7010,6.0,7.8,-1.8,6.0,51.0,-45.0,6.0,-3.0,2,True,False,False,B,B,True,False,0,4,0.3,0.3864367132317184,"[[1.0, 6.0], [0.0, 6.0]]","[[0.8, -3.0], [0.2, 51.0]]"
7012,-1.0,-0.95,-0.05,-1.0,76.0,-77.0,-1.0,-5.0,2,True,False,False,B,B,True,False,0,4,0.4375,0.4573474244670748,"[[1.0, -1.0], [0.0, -1.0]]","[[0.95, -5.0], [0.05, 76.0]]"
7014,-7.0,-7.3,0.3,-7.0,28.5,-35.5,-7.0,-9.0,9,True,False,True,A,B,True,False,0,3,0.525,0.4250490167812021,"[[1.0, -7.0], [0.0, -7.0]]","[[0.95, -9.0], [0.000390625, 21.5], [0.0027343750000000003, 22.5], [0.008203125, 23.5], [0.013671875, 24.5], [0.013671875, 25.5], [0.008203125, 26.5], [0.0027343750000000003, 27.5], [0.000390625, 28.5]]"
7018,3.0,5.0,-2.0,3.0,41.0,-38.0,3.0,-7.0,2,True,False,False,B,B,True,True,0,3,0.4125,0.3757215280851852,"[[1.0, 3.0], [0.0, 3.0]]","[[0.75, -7.0], [0.25, 41.0]]"
7020,27.0,23.6,3.4,81.0,25.0,56.0,-9.0,18.0,2,False,False,False,A,A,True,False,0,2,0.525,0.3568379650952703,"[[0.4, 81.0], [0.6, -9.0]]","[[0.19999999999999996, 18.0], [0.8, 25.0]]"
7022,11.0,12.5,-1.5,11.0,74.5,-63.5,11.0,-46.0,9,True,False,False,B,B,True,False,0,3,0.35,0.3540244812627134,"[[1.0, 11.0], [0.0, 11.0]]","[[0.5, -46.0], [0.00390625, 67.5], [0.02734375, 68.5], [0.08203125, 69.5], [0.13671875, 70.5], [0.13671875, 71.5], [0.08203125, 72.5], [0.02734375, 73.5], [0.00390625, 74.5]]"
7023,-1.0,-2.0,1.0,-1.0,40.0,-41.0,-1.0,-30.0,2,True,False,True,A,B,True,False,0,4,0.5750000000000001,0.3568379650952703,"[[1.0, -1.0], [0.0, -1.0]]","[[0.6, -30.0], [0.4, 40.0]]"
7024,1.2,-0.4,1.6,9.0,10.0,-1.0,-4.0,-16.0,2,False,False,True,A,B,True,False,-1,5,0.5888888888888889,0.4085683597333051,"[[0.4, 9.0], [0.6, -4.0]]","[[0.4, -16.0], [0.6, 10.0]]"
7027,20.0,18.1,1.9,20.0,39.0,-19.0,20.0,17.0,2,True,False,True,A,B,True,False,0,5,0.575,0.4553387017741116,"[[1.0, 20.0], [0.0, 20.0]]","[[0.95, 17.0], [0.05, 39.0]]"
7032,13.8,6.6,7.2,63.0,7.0,56.0,-19.0,-1.0,2,False,False,False,A,A,True,False,0,5,0.5466666666666667,0.3583028779970269,"[[0.4, 63.0], [0.6, -19.0]]","[[0.050000000000000044, -1.0], [0.95, 7.0]]"
7034,26.0,21.4,4.6,42.0,61.0,-19.0,2.0,21.0,2,False,False,True,A,B,True,False,0,4,0.6000000000000001,0.3011090610836324,"[[0.6, 42.0], [0.4, 2.0]]","[[0.99, 21.0], [0.01, 61.0]]"
7041,16.0,17.0,-1.0,16.0,98.5,-82.5,16.0,8.0,3,True,False,False,B,B,True,False,0,3,0.4333333333333333,0.4186814035123352,"[[1.0, 16.0], [0.0, 16.0]]","[[0.9, 8.0], [0.05, 97.5], [0.05, 98.5]]"
7046,22.0,20.19,1.81,60.0,39.0,21.0,-16.0,20.0,2,False,False,False,A,A,True,False,-1,4,0.6266666666666667,0.3692979181920098,"[[0.5, 60.0], [0.5, -16.0]]","[[0.99, 20.0], [0.01, 39.0]]"
7048,-6.0,-10.2,4.2,-6.0,103.5,-109.5,-6.0,-38.0,7,True,False,True,A,B,True,False,0,2,0.5473684210526315,0.3580323093003255,"[[1.0, -6.0], [0.0, -6.0]]","[[0.8, -38.0], [0.00625, 98.5], [0.03125, 99.5], [0.0625, 100.5], [0.0625, 101.5], [0.03125, 102.5], [0.00625, 103.5]]"
7051,19.3,18.15,1.15,58.0,33.0,25.0,15.0,18.0,2,False,False,False,A,A,True,False,0,2,0.5333333333333333,0.4115966043420212,"[[0.1, 58.0], [0.9, 15.0]]","[[0.99, 18.0], [0.01, 33.0]]"
7054,-5.0,-7.5,2.5,-5.0,18.0,-23.0,-5.0,-16.0,2,True,False,True,A,B,True,False,0,4,0.5647058823529412,0.3334313581357268,"[[1.0, -5.0], [0.0, -5.0]]","[[0.75, -16.0], [0.25, 18.0]]"
7056,18.0,19.5,-1.5,30.0,27.0,3.0,10.0,3.0,4,False,False,True,B,A,True,False,0,5,0.2588235294117648,0.2209604702469758,"[[0.4, 30.0], [0.6, 10.0]]","[[0.25, 3.0], [0.375, 27.0], [0.1875, 25.0], [0.1875, 21.0]]"
7057,26.0,22.75,3.25,64.0,58.5,5.5,-12.0,11.0,3,False,False,False,A,A,True,False,0,5,0.7555555555555555,0.2705598166378093,"[[0.5, 64.0], [0.5, -12.0]]","[[0.75, 11.0], [0.125, 57.5], [0.125, 58.5]]"
7059,15.0,16.75,-1.75,15.0,63.5,-48.5,15.0,2.0,7,True,False,False,B,B,True,False,0,3,0.4666666666666667,0.3763863263545405,"[[1.0, 15.0], [0.0, 15.0]]","[[0.75, 2.0], [0.0078125, 58.5], [0.0390625, 59.5], [0.078125, 60.5], [0.078125, 61.5], [0.0390625, 62.5], [0.0078125, 63.5]]"
7060,10.8,9.0,1.8,21.0,78.0,-57.0,4.0,5.0,7,False,False,True,A,B,True,False,0,4,0.6,0.3011090610836324,"[[0.4, 21.0], [0.6, 4.0]]","[[0.75, 5.0], [0.125, 16.0], [0.0625, 18.0], [0.03125, 22.0], [0.015625, 30.0], [0.0078125, 46.0], [0.0078125, 78.0]]"
7064,20.2,28.5,-8.3,23.0,92.0,-69.0,16.0,-35.0,2,False,False,False,B,B,True,True,1,4,0.3,0.2309401076758503,"[[0.6, 23.0], [0.4, 16.0]]","[[0.5, -35.0], [0.5, 92.0]]"
7068,-8.6,-9.0,0.4,-1.0,-7.5,6.5,-9.0,-10.5,4,False,False,False,A,A,True,False,0,2,0.5733333333333334,0.4267261863247181,"[[0.05, -1.0], [0.95, -9.0]]","[[0.125, -10.5], [0.375, -9.5], [0.375, -8.5], [0.125, -7.5]]"
7072,7.0,7.8,-0.8,7.0,36.0,-29.0,7.0,-11.0,2,True,False,False,B,B,True,True,0,2,0.3500000000000001,0.2581988897471611,"[[1.0, 7.0], [0.0, 7.0]]","[[0.6, -11.0], [0.4, 36.0]]"
7073,27.0,25.5,1.5,27.0,54.0,-27.0,27.0,16.0,2,True,False,True,A,B,True,False,0,2,0.5789473684210525,0.3119454143283209,"[[1.0, 27.0], [0.0, 27.0]]","[[0.75, 16.0], [0.25, 54.0]]"
7079,4.0,3.0,1.0,4.0,28.5,-24.5,4.0,-21.0,5,True,False,True,A,B,True,False,0,5,0.5882352941176472,0.3351909025860794,"[[1.0, 4.0], [0.0, 4.0]]","[[0.5, -21.0], [0.0625, 25.5], [0.1875, 26.5], [0.1875, 27.5], [0.0625, 28.5]]"
7081,27.46,20.8,6.66,28.0,23.5,4.5,-26.0,17.0,7,False,False,False,A,A,True,False,1,2,0.5125,0.4064070209367287,"[[0.99, 28.0], [0.010000000000000009, -26.0]]","[[0.050000000000000044, 17.0], [0.0296875, 18.5], [0.1484375, 19.5], [0.296875, 20.5], [0.296875, 21.5], [0.1484375, 22.5], [0.0296875, 23.5]]"
7083,8.8,6.25,2.55,13.0,90.5,-77.5,6.0,2.0,9,False,False,True,A,B,True,True,0,4,0.6749999999999999,0.3568379650952703,"[[0.4, 13.0], [0.6, 6.0]]","[[0.95, 2.0], [0.000390625, 83.5], [0.0027343750000000003, 84.5], [0.008203125, 85.5], [0.013671875, 86.5], [0.013671875, 87.5], [0.008203125, 88.5], [0.0027343750000000003, 89.5], [0.000390625, 90.5]]"
7085,-8.9,-11.6,2.7,-8.0,118.0,-126.0,-26.0,-26.0,2,False,False,True,A,B,True,True,0,5,0.55,0.3464101615137754,"[[0.95, -8.0], [0.050000000000000044, -26.0]]","[[0.9, -26.0], [0.1, 118.0]]"
7090,-8.0,-3.91,-4.09,48.0,5.0,43.0,-22.0,-4.0,2,False,False,True,B,A,True,False,-1,3,0.3875000000000001,0.3383784863137726,"[[0.2, 48.0], [0.8, -22.0]]","[[0.99, -4.0], [0.01, 5.0]]"
7094,28.0,22.0,6.0,28.0,58.5,-30.5,28.0,-11.0,9,True,False,True,A,B,True,False,0,4,0.5000000000000001,0.3162277660168379,"[[1.0, 28.0], [0.0, 28.0]]","[[0.5, -11.0], [0.00390625, 51.5], [0.02734375, 52.5], [0.08203125, 53.5], [0.13671875, 54.5], [0.13671875, 55.5], [0.08203125, 56.5], [0.02734375, 57.5], [0.00390625, 58.5]]"
7104,29.2,29.15,0.05,42.0,48.0,-6.0,26.0,29.0,4,False,False,True,A,B,True,True,0,3,0.6111111111111112,0.4309891344186395,"[[0.2, 42.0], [0.8, 26.0]]","[[0.99, 29.0], [0.005, 42.0], [0.0025, 44.0], [0.0025000000000000846, 48.0]]"
7105,-9.0,-20.25,11.25,-9.0,47.5,-56.5,-9.0,-42.0,7,True,False,True,A,B,True,False,0,2,0.6,0.4066120181860508,"[[1.0, -9.0], [0.0, -9.0]]","[[0.75, -42.0], [0.0078125, 42.5], [0.0390625, 43.5], [0.078125, 44.5], [0.078125, 45.5], [0.0390625, 46.5], [0.0078125, 47.5]]"
7106,-4.1,-6.5,2.4,67.0,37.0,30.0,-12.0,-50.0,2,False,False,False,A,A,True,False,0,3,0.6105263157894737,0.3016523695361659,"[[0.1, 67.0], [0.9, -12.0]]","[[0.5, -50.0], [0.5, 37.0]]"
7109,18.25,24.4,-6.15,61.0,39.0,22.0,16.0,-18.0,4,False,False,True,B,A,True,True,1,4,0.475,0.3714835124201341,"[[0.05, 61.0], [0.95, 16.0]]","[[0.19999999999999996, -18.0], [0.4, 33.0], [0.2, 35.0], [0.19999999999999998, 39.0]]"
7110,17.0,11.75,5.25,17.0,47.5,-30.5,17.0,0.0,3,True,False,True,A,B,True,False,0,5,0.5249999999999999,0.3785938897200182,"[[1.0, 17.0], [0.0, 17.0]]","[[0.75, 0.0], [0.125, 46.5], [0.125, 47.5]]"
7111,-9.2,-18.0,8.8,-8.0,1.0,-9.0,-10.0,-37.0,2,False,False,True,A,B,True,False,0,3,0.5375,0.4047633053197057,"[[0.4, -8.0], [0.6, -10.0]]","[[0.5, -37.0], [0.5, 1.0]]"
7112,-5.0,-8.4,3.4,-5.0,67.5,-72.5,-5.0,-27.0,5,True,False,True,A,B,True,False,0,3,0.7333333333333333,0.3436498771936898,"[[1.0, -5.0], [0.0, -5.0]]","[[0.8, -27.0], [0.025, 64.5], [0.07500000000000001, 65.5], [0.07500000000000001, 66.5], [0.025, 67.5]]"
7127,1.0,2.5,-1.5,1.0,106.0,-105.0,1.0,-9.0,2,True,False,False,B,B,True,False,0,2,0.4375,0.4080441152620633,"[[1.0, 1.0], [0.0, 1.0]]","[[0.9, -9.0], [0.1, 106.0]]"
7131,26.0,24.25,1.75,26.0,32.5,-6.5,26.0,7.0,7,True,False,True,A,B,True,True,0,2,0.6499999999999999,0.3898717737923585,"[[1.0, 26.0], [0.0, 26.0]]","[[0.25, 7.0], [0.0234375, 27.5], [0.1171875, 28.5], [0.234375, 29.5], [0.234375, 30.5], [0.1171875, 31.5], [0.0234375, 32.5]]"
7132,-3.0,-2.5,-0.5,1.0,-2.0,3.0,-9.0,-12.0,2,False,False,True,B,A,True,True,0,2,0.1294117647058823,0.2229481606852615,"[[0.6, 1.0], [0.4, -9.0]]","[[0.050000000000000044, -12.0], [0.95, -2.0]]"
7136,29.0,30.75,-1.75,29.0,50.5,-21.5,29.0,-27.0,3,True,False,False,B,B,True,False,0,2,0.3888888888888889,0.3529520695486751,"[[1.0, 29.0], [0.0, 29.0]]","[[0.25, -27.0], [0.375, 49.5], [0.375, 50.5]]"
7139,27.75,23.0,4.75,42.0,41.5,0.5,-15.0,19.0,7,False,False,False,A,A,True,False,0,5,0.5375000000000001,0.307408522978788,"[[0.75, 42.0], [0.25, -15.0]]","[[0.8, 19.0], [0.00625, 36.5], [0.03125, 37.5], [0.0625, 38.5], [0.0625, 39.5], [0.03125, 40.5], [0.00625, 41.5]]"
7141,23.87,25.0,-1.13,110.0,48.0,62.0,23.0,-44.0,2,False,False,True,B,A,True,False,0,4,0.3058823529411764,0.3091734712004211,"[[0.01, 110.0], [0.99, 23.0]]","[[0.25, -44.0], [0.75, 48.0]]"
7143,23.8,24.0,-0.2,29.0,59.5,-30.5,16.0,-9.0,7,False,False,False,B,B,True,False,0,4,0.49,0.3522857691674399,"[[0.6, 29.0], [0.4, 16.0]]","[[0.5, -9.0], [0.015625, 54.5], [0.078125, 55.5], [0.15625, 56.5], [0.15625, 57.5], [0.078125, 58.5], [0.015625, 59.5]]"
7149,29.0,28.3,0.7,29.0,86.0,-57.0,29.0,22.0,3,True,False,True,A,B,True,False,0,4,0.75,0.3055050463303893,"[[1.0, 29.0], [0.0, 29.0]]","[[0.9, 22.0], [0.05, 86.0], [0.04999999999999991, 84.0]]"
7150,7.0,5.2,1.8,7.0,42.0,-35.0,7.0,-4.0,2,True,False,True,A,B,True,False,0,5,0.5249999999999999,0.3642343567906063,"[[1.0, 7.0], [0.0, 7.0]]","[[0.8, -4.0], [0.2, 42.0]]"
7158,-4.0,-4.75,0.75,-4.0,32.5,-36.5,-4.0,-17.0,3,True,False,True,A,B,True,False,0,2,0.6222222222222222,0.4051950228420232,"[[1.0, -4.0], [0.0, -4.0]]","[[0.75, -17.0], [0.125, 31.5], [0.125, 32.5]]"
7159,19.0,21.81,-2.81,25.0,24.5,0.5,1.0,3.0,7,False,False,True,B,A,True,False,0,2,0.4375000000000001,0.3442382895611701,"[[0.75, 25.0], [0.25, 1.0]]","[[0.010000000000000009, 3.0], [0.0309375, 19.5], [0.1546875, 20.5], [0.309375, 21.5], [0.309375, 22.5], [0.1546875, 23.5], [0.0309375, 24.5]]"
7166,11.2,18.75,-7.55,85.0,27.0,58.0,3.0,-6.0,2,False,False,True,B,A,True,True,0,4,0.45,0.2966479394838265,"[[0.1, 85.0], [0.9, 3.0]]","[[0.25, -6.0], [0.75, 27.0]]"
7175,26.4,26.8,-0.4,66.0,33.5,32.5,26.0,24.0,7,False,False,True,B,A,True,False,0,3,0.4842105263157894,0.3419927840283847,"[[0.01, 66.0], [0.99, 26.0]]","[[0.6, 24.0], [0.0125, 28.5], [0.0625, 29.5], [0.125, 30.5], [0.125, 31.5], [0.0625, 32.5], [0.0125, 33.5]]"
7181,23.0,20.85,2.15,26.0,57.5,-31.5,14.0,19.0,5,False,False,True,A,B,True,True,0,5,0.6266666666666667,0.3614784456460256,"[[0.75, 26.0], [0.25, 14.0]]","[[0.95, 19.0], [0.00625, 54.5], [0.018750000000000003, 55.5], [0.018750000000000003, 56.5], [0.00625, 57.5]]"
7183,6.0,6.2,-0.2,6.0,80.0,-74.0,6.0,-2.0,2,True,False,False,B,B,True,False,0,5,0.4375000000000001,0.4145278438577237,"[[1.0, 6.0], [0.0, 6.0]]","[[0.9, -2.0], [0.1, 80.0]]"
7187,27.0,24.4,2.6,27.0,84.0,-57.0,27.0,14.0,7,True,False,True,A,B,True,True,0,3,0.6000000000000001,0.39327683210007,"[[1.0, 27.0], [0.0, 27.0]]","[[0.19999999999999996, 14.0], [0.4, 22.0], [0.2, 24.0], [0.1, 28.0], [0.05, 36.0], [0.025, 52.0], [0.024999999999999956, 84.0]]"
7189,-1.0,-4.8,3.8,38.0,4.0,34.0,-14.0,-7.0,2,False,False,False,A,A,True,True,0,2,0.5393939393939395,0.2936190068986018,"[[0.25, 38.0], [0.75, -14.0]]","[[0.8, -7.0], [0.2, 4.0]]"
7196,19.0,21.5,-2.5,19.0,25.0,-6.0,19.0,-10.0,2,True,False,False,B,B,True,True,0,2,0.2625,0.3159641329855864,"[[1.0, 19.0], [0.0, 19.0]]","[[0.09999999999999998, -10.0], [0.9, 25.0]]"
7204,2.16,6.4,-4.24,18.0,104.0,-86.0,2.0,-18.0,2,False,False,False,B,B,True,False,0,3,0.2933333333333333,0.3534860406754147,"[[0.01, 18.0], [0.99, 2.0]]","[[0.8, -18.0], [0.2, 104.0]]"
7205,-4.0,-5.6,1.6,-4.0,19.0,-23.0,-4.0,-22.0,2,True,False,True,A,B,True,False,0,5,0.625,0.3336665001664586,"[[1.0, -4.0], [0.0, -4.0]]","[[0.6, -22.0], [0.4, 19.0]]"
7208,9.0,4.1,4.9,9.0,42.0,-33.0,9.0,0.0,3,True,False,True,A,B,True,False,0,5,0.5529411764705883,0.3970479301337929,"[[1.0, 9.0], [0.0, 9.0]]","[[0.9, 0.0], [0.05, 40.0], [0.04999999999999991, 42.0]]"
7210,15.0,12.4,2.6,15.0,54.5,-39.5,15.0,12.0,7,True,False,True,A,B,True,False,0,5,0.57,0.3961658344949153,"[[1.0, 15.0], [0.0, 15.0]]","[[0.99, 12.0], [0.0003125, 49.5], [0.0015625, 50.5], [0.003125, 51.5], [0.003125, 52.5], [0.0015625, 53.5], [0.0003125, 54.5]]"
7222,-4.0,-5.4,1.4,-4.0,35.5,-39.5,-4.0,-15.0,7,True,False,True,A,B,True,False,0,2,0.5411764705882354,0.4169214907051023,"[[1.0, -4.0], [0.0, -4.0]]","[[0.8, -15.0], [0.00625, 30.5], [0.03125, 31.5], [0.0625, 32.5], [0.0625, 33.5], [0.03125, 34.5], [0.00625, 35.5]]"
